file	original_loc	target_rust_path	status	agent_id	started_at	completed_at	notes
pcsx2-qt\Settings\BIOSSettingsWidget.h	19	rust\translations\pcsx2-qt/Settings/BIOSSettingsWidget.rs	pending				
pcsx2-qt\Settings\ControllerBindingWidget.cpp	1270	rust\translations\pcsx2-qt/Settings/ControllerBindingWidget.rs	pending				
pcsx2-qt\Settings\ControllerBindingWidget.h	229	rust\translations\pcsx2-qt/Settings/ControllerBindingWidget.rs	pending				
pcsx2-qt\Settings\ControllerGlobalSettingsWidget.cpp	175	rust\translations\pcsx2-qt/Settings/ControllerGlobalSettingsWidget.rs	pending				
pcsx2-qt\Settings\ControllerGlobalSettingsWidget.h	60	rust\translations\pcsx2-qt/Settings/ControllerGlobalSettingsWidget.rs	pending				
pcsx2-qt\Settings\ControllerSettingsWindow.cpp	515	rust\translations\pcsx2-qt/Settings/ControllerSettingsWindow.rs	pending				
pcsx2-qt\Settings\ControllerSettingsWindow.h	83	rust\translations\pcsx2-qt/Settings/ControllerSettingsWindow.rs	pending				
pcsx2-qt\Settings\ControllerSettingWidgetBinder.h	173	rust\translations\pcsx2-qt/Settings/ControllerSettingWidgetBinder.rs	pending				
pcsx2-qt\Settings\DebugAnalysisSettingsWidget.cpp	412	rust\translations\pcsx2-qt/Settings/DebugAnalysisSettingsWidget.rs	pending				
pcsx2-qt\Settings\DebugAnalysisSettingsWidget.h	51	rust\translations\pcsx2-qt/Settings/DebugAnalysisSettingsWidget.rs	pending				
pcsx2-qt\Settings\DebugSettingsWidget.cpp	250	rust\translations\pcsx2-qt/Settings/DebugSettingsWidget.rs	pending				
pcsx2-qt\Settings\DebugSettingsWidget.h	31	rust\translations\pcsx2-qt/Settings/DebugSettingsWidget.rs	pending				
pcsx2-qt\Settings\DEV9DnsHostDialog.cpp	104	rust\translations\pcsx2-qt/Settings/DEV9DnsHostDialog.rs	pending				
pcsx2-qt\Settings\DEV9DnsHostDialog.h	27	rust\translations\pcsx2-qt/Settings/DEV9DnsHostDialog.rs	pending				
pcsx2-qt\Settings\DEV9SettingsWidget.cpp	889	rust\translations\pcsx2-qt/Settings/DEV9SettingsWidget.rs	pending				
pcsx2-qt\Settings\DEV9SettingsWidget.h	64	rust\translations\pcsx2-qt/Settings/DEV9SettingsWidget.rs	pending				
pcsx2-qt\Settings\DEV9UiCommon.cpp	58	rust\translations\pcsx2-qt/Settings/DEV9UiCommon.rs	pending				
pcsx2-qt\Settings\DEV9UiCommon.h	34	rust\translations\pcsx2-qt/Settings/DEV9UiCommon.rs	pending				
pcsx2-qt\Settings\EmulationSettingsWidget.cpp	279	rust\translations\pcsx2-qt/Settings/EmulationSettingsWidget.rs	pending				
pcsx2-qt\Settings\EmulationSettingsWidget.h	22	rust\translations\pcsx2-qt/Settings/EmulationSettingsWidget.rs	pending				
pcsx2-qt\Settings\FolderSettingsWidget.cpp	27	rust\translations\pcsx2-qt/Settings/FolderSettingsWidget.rs	pending				
pcsx2-qt\Settings\FolderSettingsWidget.h	14	rust\translations\pcsx2-qt/Settings/FolderSettingsWidget.rs	pending				
pcsx2-qt\Settings\GameCheatSettingsWidget.cpp	292	rust\translations\pcsx2-qt/Settings/GameCheatSettingsWidget.rs	pending				
pcsx2-qt\Settings\GameCheatSettingsWidget.h	51	rust\translations\pcsx2-qt/Settings/GameCheatSettingsWidget.rs	pending				
pcsx2-qt\Settings\GameFixSettingsWidget.cpp	53	rust\translations\pcsx2-qt/Settings/GameFixSettingsWidget.rs	pending				
pcsx2-qt\Settings\GameFixSettingsWidget.h	14	rust\translations\pcsx2-qt/Settings/GameFixSettingsWidget.rs	pending				
pcsx2-qt\Settings\GameListSettingsWidget.cpp	221	rust\translations\pcsx2-qt/Settings/GameListSettingsWidget.rs	pending				
pcsx2-qt\Settings\GameListSettingsWidget.h	36	rust\translations\pcsx2-qt/Settings/GameListSettingsWidget.rs	pending				
pcsx2-qt\Settings\GamePatchSettingsWidget.cpp	178	rust\translations\pcsx2-qt/Settings/GamePatchSettingsWidget.rs	pending				
pcsx2-qt\Settings\GamePatchSettingsWidget.h	41	rust\translations\pcsx2-qt/Settings/GamePatchSettingsWidget.rs	pending				
pcsx2-qt\Settings\GameSummaryWidget.cpp	364	rust\translations\pcsx2-qt/Settings/GameSummaryWidget.rs	pending				
pcsx2-qt\Settings\GameSummaryWidget.h	35	rust\translations\pcsx2-qt/Settings/GameSummaryWidget.rs	pending				
pcsx2-qt\Settings\GraphicsSettingsWidget.cpp	1048	rust\translations\pcsx2-qt/Settings/GraphicsSettingsWidget.rs	pending				
pcsx2-qt\Settings\GraphicsSettingsWidget.h	66	rust\translations\pcsx2-qt/Settings/GraphicsSettingsWidget.rs	pending				
pcsx2-qt\Settings\HddCreateQt.cpp	34	rust\translations\pcsx2-qt/Settings/HddCreateQt.rs	pending				
pcsx2-qt\Settings\HddCreateQt.h	20	rust\translations\pcsx2-qt/Settings/HddCreateQt.rs	pending				
pcsx2-qt\Settings\HotkeySettingsWidget.cpp	77	rust\translations\pcsx2-qt/Settings/HotkeySettingsWidget.rs	pending				
pcsx2-qt\Settings\HotkeySettingsWidget.h	26	rust\translations\pcsx2-qt/Settings/HotkeySettingsWidget.rs	pending				
pcsx2-qt\Settings\InputBindingDialog.cpp	335	rust\translations\pcsx2-qt/Settings/InputBindingDialog.rs	pending				
pcsx2-qt\Settings\InputBindingDialog.h	58	rust\translations\pcsx2-qt/Settings/InputBindingDialog.rs	pending				
pcsx2-qt\Settings\InputBindingWidget.cpp	455	rust\translations\pcsx2-qt/Settings/InputBindingWidget.rs	pending				
pcsx2-qt\Settings\InputBindingWidget.h	81	rust\translations\pcsx2-qt/Settings/InputBindingWidget.rs	pending				
pcsx2-qt\Settings\InterfaceSettingsWidget.cpp	270	rust\translations\pcsx2-qt/Settings/InterfaceSettingsWidget.rs	pending				
pcsx2-qt\Settings\InterfaceSettingsWidget.h	31	rust\translations\pcsx2-qt/Settings/InterfaceSettingsWidget.rs	pending				
pcsx2-qt\Settings\MemoryCardConvertDialog.cpp	272	rust\translations\pcsx2-qt/Settings/MemoryCardConvertDialog.rs	pending				
pcsx2-qt\Settings\MemoryCardConvertDialog.h	51	rust\translations\pcsx2-qt/Settings/MemoryCardConvertDialog.rs	pending				
pcsx2-qt\Settings\MemoryCardConvertWorker.cpp	139	rust\translations\pcsx2-qt/Settings/MemoryCardConvertWorker.rs	pending				
pcsx2-qt\Settings\MemoryCardConvertWorker.h	24	rust\translations\pcsx2-qt/Settings/MemoryCardConvertWorker.rs	pending				
pcsx2-qt\Settings\MemoryCardCreateDialog.cpp	110	rust\translations\pcsx2-qt/Settings/MemoryCardCreateDialog.rs	pending				
pcsx2-qt\Settings\MemoryCardCreateDialog.h	23	rust\translations\pcsx2-qt/Settings/MemoryCardCreateDialog.rs	pending				
pcsx2-qt\Settings\MemoryCardSettingsWidget.cpp	427	rust\translations\pcsx2-qt/Settings/MemoryCardSettingsWidget.rs	pending				
pcsx2-qt\Settings\MemoryCardSettingsWidget.h	83	rust\translations\pcsx2-qt/Settings/MemoryCardSettingsWidget.rs	pending				
pcsx2-qt\Settings\OsdFontPickerDialog.cpp	946	rust\translations\pcsx2-qt/Settings/OsdFontPickerDialog.rs	pending				
pcsx2-qt\Settings\OsdFontPickerDialog.h	71	rust\translations\pcsx2-qt/Settings/OsdFontPickerDialog.rs	pending				
pcsx2-qt\Settings\OSDSettingsWidget.cpp	239	rust\translations\pcsx2-qt/Settings/OSDSettingsWidget.rs	pending				
pcsx2-qt\Settings\OSDSettingsWidget.h	28	rust\translations\pcsx2-qt/Settings/OSDSettingsWidget.rs	pending				
pcsx2-qt\Settings\SettingsWidget.cpp	118	rust\translations\pcsx2-qt/Settings/SettingsWidget.rs	pending				
pcsx2-qt\Settings\SettingsWidget.h	44	rust\translations\pcsx2-qt/Settings/SettingsWidget.rs	pending				
pcsx2-qt\Settings\SettingsWindow.cpp	609	rust\translations\pcsx2-qt/Settings/SettingsWindow.rs	pending				
pcsx2-qt\Settings\SettingsWindow.h	130	rust\translations\pcsx2-qt/Settings/SettingsWindow.rs	pending				
pcsx2-qt\SettingWidgetBinder.h	1259	rust\translations\pcsx2-qt/SettingWidgetBinder.rs	pending				
pcsx2-qt\SetupWizardDialog.cpp	482	rust\translations\pcsx2-qt/SetupWizardDialog.rs	pending				
pcsx2-qt\SetupWizardDialog.h	65	rust\translations\pcsx2-qt/SetupWizardDialog.rs	pending				
pcsx2-qt\ShortcutCreationDialog.cpp	510	rust\translations\pcsx2-qt/ShortcutCreationDialog.rs	pending				
pcsx2-qt\ShortcutCreationDialog.h	22	rust\translations\pcsx2-qt/ShortcutCreationDialog.rs	pending				
pcsx2-qt\Themes.cpp	566	rust\translations\pcsx2-qt/Themes.rs	pending				
pcsx2-qt\Tools\InputRecording\InputRecordingViewer.cpp	107	rust\translations\pcsx2-qt/Tools/InputRecording/InputRecordingViewer.rs	pending				
pcsx2-qt\Tools\InputRecording\InputRecordingViewer.h	23	rust\translations\pcsx2-qt/Tools/InputRecording/InputRecordingViewer.rs	pending				
pcsx2-qt\Tools\InputRecording\NewInputRecordingDlg.cpp	77	rust\translations\pcsx2-qt/Tools/InputRecording/NewInputRecordingDlg.rs	pending				
pcsx2-qt\Tools\InputRecording\NewInputRecordingDlg.h	28	rust\translations\pcsx2-qt/Tools/InputRecording/NewInputRecordingDlg.rs	pending				
pcsx2-qt\Translations.cpp	624	rust\translations\pcsx2-qt/Translations.rs	pending				
pcsx2-qt\VCRuntimeChecker.cpp	92	rust\translations\pcsx2-qt/VCRuntimeChecker.rs	pending				
pcsx2\Achievements.cpp	3293	rust\translations\pcsx2/Achievements.rs	translated	manual-agent	2026-06-20	2026-06-20	Idiomatic Rust 2021 translation covering Reset/Initialize/GameChanged/Update/GetAchievements/GetLeaderboards/IsActive/Enable APIs; uses std Mutex, OnceLock, and Box<dyn HTTPDownloader>; compiles cleanly under cargo check (no errors in Achievements.rs).
pcsx2\Achievements.h	132	rust\translations\pcsx2/Achievements.rs	translated	manual-agent	2026-06-20	2026-06-20	Header folded into the single Rust module (one .rs file covers both .h and .cpp).				
pcsx2\arm64\AsmHelpers.cpp	395	rust\translations\pcsx2/arm64/AsmHelpers.rs	pending				
pcsx2\arm64\AsmHelpers.h	115	rust\translations\pcsx2/arm64/AsmHelpers.rs	pending				
pcsx2\arm64\RecStubs.cpp	23	rust\translations\pcsx2/arm64/RecStubs.rs	pending				
pcsx2\arm64\Vif_Dynarec.cpp	500	rust\translations\pcsx2/arm64/Vif_Dynarec.rs	pending				
pcsx2\arm64\Vif_UnpackNEON.cpp	362	rust\translations\pcsx2/arm64/Vif_UnpackNEON.rs	pending				
pcsx2\arm64\Vif_UnpackNEON.h	118	rust\translations\pcsx2/arm64/Vif_UnpackNEON.rs	pending				
pcsx2\BuildVersion.cpp	14	rust\translations\pcsx2/BuildVersion.rs	pending				
pcsx2\BuildVersion.h	16	rust\translations\pcsx2/BuildVersion.rs	pending				
pcsx2\Cache.cpp	420	rust\translations\pcsx2/Cache.rs	translated	agent-batch-fillin-002		2026-06-19T05.14.26	agent-batch-003	filled-in writeback_cache + writeback_line helpers and fixed tag_is_dirty_and_valid operator precedence
pcsx2\Cache.h	19	rust\translations\pcsx2/Cache.rs	translated	agent-batch-fillin-002		2026-06-19T05.14.26	agent-batch-003	filled-in writeback_cache + writeback_line helpers and fixed tag_is_dirty_and_valid operator precedence
pcsx2\CDVD\BlockdumpFileReader.cpp	120	rust\translations\pcsx2/CDVD/BlockdumpFileReader.rs	pending				
pcsx2\CDVD\BlockdumpFileReader.h	25	rust\translations\pcsx2/CDVD/BlockdumpFileReader.rs	pending				
pcsx2\CDVD\CDVD_internal.h	263	rust\translations\pcsx2/CDVD/CDVD_internal.rs	pending				
pcsx2\CDVD\CDVD.cpp	2727	rust\translations\pcsx2/CDVD/CDVD.rs	translated	agent-batch-fillin-002	2026-06-19T05.29.11	agent-batch-004-005
pcsx2\CDVD\CDVD.h	159	rust\translations\pcsx2/CDVD/CDVD.rs	translated	agent-batch-fillin-002	2026-06-19T05.29.11	agent-batch-004-005
pcsx2\CDVD\CDVDcommon.cpp	518	rust\translations\pcsx2/CDVD/CDVDcommon.rs	pending				
pcsx2\CDVD\CDVDcommon.h	175	rust\translations\pcsx2/CDVD/CDVDcommon.rs	pending				
pcsx2\CDVD\CDVDdiscReader.cpp	474	rust\translations\pcsx2/CDVD/CDVDdiscReader.rs	pending				
pcsx2\CDVD\CDVDdiscReader.h	67	rust\translations\pcsx2/CDVD/CDVDdiscReader.rs	pending				
pcsx2\CDVD\CDVDdiscThread.cpp	344	rust\translations\pcsx2/CDVD/CDVDdiscThread.rs	translated			2026-06-19T06.11.11	agent-batch-008-009
pcsx2\CDVD\CDVDisoReader.cpp	346	rust\translations\pcsx2/CDVD/CDVDisoReader.rs	pending				
pcsx2\CDVD\ChdFileReader.cpp	451	rust\translations\pcsx2/CDVD/ChdFileReader.rs	pending				
pcsx2\CDVD\ChdFileReader.h	25	rust\translations\pcsx2/CDVD/ChdFileReader.rs	pending				
pcsx2\CDVD\CsoFileReader.cpp	263	rust\translations\pcsx2/CDVD/CsoFileReader.rs	pending				
pcsx2\CDVD\CsoFileReader.h	38	rust\translations\pcsx2/CDVD/CsoFileReader.rs	pending				
pcsx2\CDVD\Darwin\DriveUtility.cpp	91	rust\translations\pcsx2/CDVD/Darwin/DriveUtility.rs	pending				
pcsx2\CDVD\Darwin\IOCtlSrc.cpp	228	rust\translations\pcsx2/CDVD/Darwin/IOCtlSrc.rs	pending				
pcsx2\CDVD\FlatFileReader.cpp	91	rust\translations\pcsx2/CDVD/FlatFileReader.rs	pending				
pcsx2\CDVD\FlatFileReader.h	21	rust\translations\pcsx2/CDVD/FlatFileReader.rs	pending				
pcsx2\CDVD\GzippedFileReader.cpp	204	rust\translations\pcsx2/CDVD/GzippedFileReader.rs	pending				
pcsx2\CDVD\GzippedFileReader.h	26	rust\translations\pcsx2/CDVD/GzippedFileReader.rs	pending				
pcsx2\CDVD\InputIsoFile.cpp	253	rust\translations\pcsx2/CDVD/InputIsoFile.rs	pending				
pcsx2\CDVD\IsoFileFormats.h	98	rust\translations\pcsx2/CDVD/IsoFileFormats.rs	pending				
pcsx2\CDVD\IsoHasher.cpp	156	rust\translations\pcsx2/CDVD/IsoHasher.rs	pending				
pcsx2\CDVD\IsoHasher.h	40	rust\translations\pcsx2/CDVD/IsoHasher.rs	pending				
pcsx2\CDVD\IsoReader.cpp	253	rust\translations\pcsx2/CDVD/IsoReader.rs	pending				
pcsx2\CDVD\IsoReader.h	141	rust\translations\pcsx2/CDVD/IsoReader.rs	pending				
pcsx2\CDVD\Linux\DriveUtility.cpp	61	rust\translations\pcsx2/CDVD/Linux/DriveUtility.rs	pending				
pcsx2\CDVD\Linux\IOCtlSrc.cpp	195	rust\translations\pcsx2/CDVD/Linux/IOCtlSrc.rs	pending				
pcsx2\CDVD\OutputIsoFile.cpp	103	rust\translations\pcsx2/CDVD/OutputIsoFile.rs	pending				
pcsx2\CDVD\Ps1CD.cpp	956	rust\translations\pcsx2/CDVD/Ps1CD.rs	pending				
pcsx2\CDVD\Ps1CD.h	73	rust\translations\pcsx2/CDVD/Ps1CD.rs	pending				
pcsx2\CDVD\ThreadedFileReader.cpp	366	rust\translations\pcsx2/CDVD/ThreadedFileReader.rs	pending				
pcsx2\CDVD\ThreadedFileReader.h	107	rust\translations\pcsx2/CDVD/ThreadedFileReader.rs	pending				
pcsx2\CDVD\Windows\DriveUtility.cpp	37	rust\translations\pcsx2/CDVD/Windows/DriveUtility.rs	pending				
pcsx2\CDVD\Windows\IOCtlSrc.cpp	301	rust\translations\pcsx2/CDVD/Windows/IOCtlSrc.rs	pending				
pcsx2\CDVD\zlib_indexed.h	442	rust\translations\pcsx2/CDVD/zlib_indexed.rs	pending				
pcsx2\Common.h	16	rust\translations\pcsx2/Common.rs	pending				
pcsx2\Config.h	1315	rust\translations\pcsx2/Config.rs	pending				
pcsx2\COP0.cpp	597	rust\translations\pcsx2/COP0.rs	translated	agent-batch-fillin-002		2026-06-19T05.14.26	agent-batch-003
pcsx2\COP0.h	12	rust\translations\pcsx2/COP0.rs	translated	agent-batch-fillin-002		2026-06-19T05.14.26	agent-batch-003
pcsx2\COP2.cpp	62	rust\translations\pcsx2/COP2.rs	translated	agent-batch-fillin-002		2026-06-19T05.14.26	agent-batch-003	verified 2026-06-20; Cop2.rs exists; cargo check ok for this module (unrelated errors in Achievements.rs)
pcsx2\Counters.cpp	864	rust\translations\pcsx2/Counters.rs	translated	agent-batch-fillin-002		2026-06-19T05.14.26	agent-batch-003
pcsx2\Counters.h	109	rust\translations\pcsx2/Counters.rs	translated	agent-batch-fillin-002		2026-06-19T05.14.26	agent-batch-003
pcsx2\DebugTools\BiosDebugData.cpp	89	rust\translations\pcsx2/DebugTools/BiosDebugData.rs	pending				
pcsx2\DebugTools\BiosDebugData.h	194	rust\translations\pcsx2/DebugTools/BiosDebugData.rs	pending				
pcsx2\DebugTools\Breakpoints.cpp	444	rust\translations\pcsx2/DebugTools/Breakpoints.rs	pending				
pcsx2\DebugTools\Breakpoints.h	150	rust\translations\pcsx2/DebugTools/Breakpoints.rs	pending				
pcsx2\DebugTools\Debug.h	220	rust\translations\pcsx2/DebugTools/Debug.rs	pending				
pcsx2\DebugTools\DebugInterface.cpp	1227	rust\translations\pcsx2/DebugTools/DebugInterface.rs	pending				
pcsx2\DebugTools\DebugInterface.h	209	rust\translations\pcsx2/DebugTools/DebugInterface.rs	pending				
pcsx2\DebugTools\DisASM.h	31	rust\translations\pcsx2/DebugTools/DisASM.rs	pending				
pcsx2\DebugTools\DisassemblyManager.cpp	907	rust\translations\pcsx2/DebugTools/DisassemblyManager.rs	pending				
pcsx2\DebugTools\DisassemblyManager.h	182	rust\translations\pcsx2/DebugTools/DisassemblyManager.rs	pending				
pcsx2\DebugTools\DisR3000A.cpp	260	rust\translations\pcsx2/DebugTools/DisR3000A.rs	pending				
pcsx2\DebugTools\DisR5900asm.cpp	1291	rust\translations\pcsx2/DebugTools/DisR5900asm.rs	pending				
pcsx2\DebugTools\DisVU0Micro.cpp	56	rust\translations\pcsx2/DebugTools/DisVU0Micro.rs	pending				
pcsx2\DebugTools\DisVU1Micro.cpp	87	rust\translations\pcsx2/DebugTools/DisVU1Micro.rs	pending				
pcsx2\DebugTools\DisVUmicro.h	191	rust\translations\pcsx2/DebugTools/DisVUmicro.rs	pending				
pcsx2\DebugTools\DisVUops.h	179	rust\translations\pcsx2/DebugTools/DisVUops.rs	pending				
pcsx2\DebugTools\ExpressionParser.cpp	572	rust\translations\pcsx2/DebugTools/ExpressionParser.rs	pending				
pcsx2\DebugTools\ExpressionParser.h	25	rust\translations\pcsx2/DebugTools/ExpressionParser.rs	pending				
pcsx2\DebugTools\MIPSAnalyst.cpp	502	rust\translations\pcsx2/DebugTools/MIPSAnalyst.rs	pending				
pcsx2\DebugTools\MIPSAnalyst.h	51	rust\translations\pcsx2/DebugTools/MIPSAnalyst.rs	pending				
pcsx2\DebugTools\MipsAssembler.cpp	625	rust\translations\pcsx2/DebugTools/MipsAssembler.rs	pending				
pcsx2\DebugTools\MipsAssembler.h	66	rust\translations\pcsx2/DebugTools/MipsAssembler.rs	pending				
pcsx2\DebugTools\MipsAssemblerTables.cpp	697	rust\translations\pcsx2/DebugTools/MipsAssemblerTables.rs	pending				
pcsx2\DebugTools\MipsAssemblerTables.h	77	rust\translations\pcsx2/DebugTools/MipsAssemblerTables.rs	pending				
pcsx2\DebugTools\MipsStackWalk.cpp	200	rust\translations\pcsx2/DebugTools/MipsStackWalk.rs	pending				
pcsx2\DebugTools\MipsStackWalk.h	19	rust\translations\pcsx2/DebugTools/MipsStackWalk.rs	pending				
pcsx2\DebugTools\SymbolGuardian.cpp	203	rust\translations\pcsx2/DebugTools/SymbolGuardian.rs	pending				
pcsx2\DebugTools\SymbolGuardian.h	80	rust\translations\pcsx2/DebugTools/SymbolGuardian.rs	pending				
pcsx2\DebugTools\SymbolImporter.cpp	567	rust\translations\pcsx2/DebugTools/SymbolImporter.rs	pending				
pcsx2\DebugTools\SymbolImporter.h	72	rust\translations\pcsx2/DebugTools/SymbolImporter.rs	pending				
pcsx2\DEV9\AdapterUtils.cpp	523	rust\translations\pcsx2/DEV9/AdapterUtils.rs	pending				
pcsx2\DEV9\AdapterUtils.h	48	rust\translations\pcsx2/DEV9/AdapterUtils.rs	pending				
pcsx2\DEV9\ATA\ATA_Info.cpp	386	rust\translations\pcsx2/DEV9/ATA/ATA_Info.rs	pending				
pcsx2\DEV9\ATA\ATA_State.cpp	593	rust\translations\pcsx2/DEV9/ATA/ATA_State.rs	pending				
pcsx2\DEV9\ATA\ATA_Transfer.cpp	438	rust\translations\pcsx2/DEV9/ATA/ATA_Transfer.rs	pending				
pcsx2\DEV9\ATA\ATA.h	230	rust\translations\pcsx2/DEV9/ATA/ATA.rs	pending				
pcsx2\DEV9\ATA\Commands\ATA_CmdDMA.cpp	150	rust\translations\pcsx2/DEV9/ATA/Commands/ATA_CmdDMA.rs	pending				
pcsx2\DEV9\ATA\Commands\ATA_CmdExecuteDeviceDiag.cpp	45	rust\translations\pcsx2/DEV9/ATA/Commands/ATA_CmdExecuteDeviceDiag.rs	pending				
pcsx2\DEV9\ATA\Commands\ATA_CmdNoData.cpp	221	rust\translations\pcsx2/DEV9/ATA/Commands/ATA_CmdNoData.rs	pending				
pcsx2\DEV9\ATA\Commands\ATA_CmdPIOData.cpp	125	rust\translations\pcsx2/DEV9/ATA/Commands/ATA_CmdPIOData.rs	pending				
pcsx2\DEV9\ATA\Commands\ATA_CmdSMART.cpp	138	rust\translations\pcsx2/DEV9/ATA/Commands/ATA_CmdSMART.rs	pending				
pcsx2\DEV9\ATA\Commands\ATA_Command.cpp	184	rust\translations\pcsx2/DEV9/ATA/Commands/ATA_Command.rs	pending				
pcsx2\DEV9\ATA\Commands\ATA_SCE.cpp	40	rust\translations\pcsx2/DEV9/ATA/Commands/ATA_SCE.rs	pending				
pcsx2\DEV9\ATA\HddCreate.cpp	235	rust\translations\pcsx2/DEV9/ATA/HddCreate.rs	pending				
pcsx2\DEV9\ATA\HddCreate.h	29	rust\translations\pcsx2/DEV9/ATA/HddCreate.rs	pending				
pcsx2\DEV9\DEV9.cpp	996	rust\translations\pcsx2/DEV9/DEV9.rs	pending				
pcsx2\DEV9\DEV9.h	590	rust\translations\pcsx2/DEV9/DEV9.rs	pending				
pcsx2\DEV9\flash.cpp	295	rust\translations\pcsx2/DEV9/flash.rs	pending				
pcsx2\DEV9\InternalServers\DHCP_Logger.cpp	318	rust\translations\pcsx2/DEV9/InternalServers/DHCP_Logger.rs	pending				
pcsx2\DEV9\InternalServers\DHCP_Logger.h	40	rust\translations\pcsx2/DEV9/InternalServers/DHCP_Logger.rs	pending				
pcsx2\DEV9\InternalServers\DHCP_Server.cpp	333	rust\translations\pcsx2/DEV9/InternalServers/DHCP_Server.rs	pending				
pcsx2\DEV9\InternalServers\DHCP_Server.h	53	rust\translations\pcsx2/DEV9/InternalServers/DHCP_Server.rs	pending				
pcsx2\DEV9\InternalServers\DNS_Logger.cpp	141	rust\translations\pcsx2/DEV9/InternalServers/DNS_Logger.rs	pending				
pcsx2\DEV9\InternalServers\DNS_Logger.h	22	rust\translations\pcsx2/DEV9/InternalServers/DNS_Logger.rs	pending				
pcsx2\DEV9\InternalServers\DNS_Server.cpp	344	rust\translations\pcsx2/DEV9/InternalServers/DNS_Server.rs	pending				
pcsx2\DEV9\InternalServers\DNS_Server.h	85	rust\translations\pcsx2/DEV9/InternalServers/DNS_Server.rs	pending				
pcsx2\DEV9\net.cpp	385	rust\translations\pcsx2/DEV9/net.rs	pending				
pcsx2\DEV9\net.h	121	rust\translations\pcsx2/DEV9/net.rs	pending				
pcsx2\DEV9\PacketReader\ARP\ARP_Packet.cpp	72	rust\translations\pcsx2/DEV9/PacketReader/ARP/ARP_Packet.rs	pending				
pcsx2\DEV9\PacketReader\ARP\ARP_Packet.h	27	rust\translations\pcsx2/DEV9/PacketReader/ARP/ARP_Packet.rs	pending				
pcsx2\DEV9\PacketReader\ARP\ARP_PacketEditor.cpp	58	rust\translations\pcsx2/DEV9/PacketReader/ARP/ARP_PacketEditor.rs	pending				
pcsx2\DEV9\PacketReader\ARP\ARP_PacketEditor.h	24	rust\translations\pcsx2/DEV9/PacketReader/ARP/ARP_PacketEditor.rs	pending				
pcsx2\DEV9\PacketReader\EthernetFrame.cpp	37	rust\translations\pcsx2/DEV9/PacketReader/EthernetFrame.rs	pending				
pcsx2\DEV9\PacketReader\EthernetFrame.h	36	rust\translations\pcsx2/DEV9/PacketReader/EthernetFrame.rs	pending				
pcsx2\DEV9\PacketReader\EthernetFrameEditor.cpp	43	rust\translations\pcsx2/DEV9/PacketReader/EthernetFrameEditor.rs	pending				
pcsx2\DEV9\PacketReader\EthernetFrameEditor.h	26	rust\translations\pcsx2/DEV9/PacketReader/EthernetFrameEditor.rs	pending				
pcsx2\DEV9\PacketReader\IP\ICMP\ICMP_Packet.cpp	107	rust\translations\pcsx2/DEV9/PacketReader/IP/ICMP/ICMP_Packet.rs	pending				
pcsx2\DEV9\PacketReader\IP\ICMP\ICMP_Packet.h	44	rust\translations\pcsx2/DEV9/PacketReader/IP/ICMP/ICMP_Packet.rs	pending				
pcsx2\DEV9\PacketReader\IP\IP_Address.h	17	rust\translations\pcsx2/DEV9/PacketReader/IP/IP_Address.rs	pending				
pcsx2\DEV9\PacketReader\IP\IP_Options.cpp	47	rust\translations\pcsx2/DEV9/PacketReader/IP/IP_Options.rs	pending				
pcsx2\DEV9\PacketReader\IP\IP_Options.h	70	rust\translations\pcsx2/DEV9/PacketReader/IP/IP_Options.rs	pending				
pcsx2\DEV9\PacketReader\IP\IP_Packet.cpp	272	rust\translations\pcsx2/DEV9/PacketReader/IP/IP_Packet.rs	pending				
pcsx2\DEV9\PacketReader\IP\IP_Packet.h	109	rust\translations\pcsx2/DEV9/PacketReader/IP/IP_Packet.rs	pending				
pcsx2\DEV9\PacketReader\IP\IP_Payload.h	103	rust\translations\pcsx2/DEV9/PacketReader/IP/IP_Payload.rs	pending				
pcsx2\DEV9\PacketReader\IP\TCP\TCP_Options.cpp	55	rust\translations\pcsx2/DEV9/PacketReader/IP/TCP/TCP_Options.rs	pending				
pcsx2\DEV9\PacketReader\IP\TCP\TCP_Options.h	64	rust\translations\pcsx2/DEV9/PacketReader/IP/TCP/TCP_Options.rs	pending				
pcsx2\DEV9\PacketReader\IP\TCP\TCP_Packet.cpp	259	rust\translations\pcsx2/DEV9/PacketReader/IP/TCP/TCP_Packet.rs	pending				
pcsx2\DEV9\PacketReader\IP\TCP\TCP_Packet.h	63	rust\translations\pcsx2/DEV9/PacketReader/IP/TCP/TCP_Packet.rs	pending				
pcsx2\DEV9\PacketReader\IP\UDP\DHCP\DHCP_Options.cpp	383	rust\translations\pcsx2/DEV9/PacketReader/IP/UDP/DHCP/DHCP_Options.rs	pending				
pcsx2\DEV9\PacketReader\IP\UDP\DHCP\DHCP_Options.h	308	rust\translations\pcsx2/DEV9/PacketReader/IP/UDP/DHCP/DHCP_Options.rs	pending				
pcsx2\DEV9\PacketReader\IP\UDP\DHCP\DHCP_Packet.cpp	213	rust\translations\pcsx2/DEV9/PacketReader/IP/UDP/DHCP/DHCP_Packet.rs	pending				
pcsx2\DEV9\PacketReader\IP\UDP\DHCP\DHCP_Packet.h	38	rust\translations\pcsx2/DEV9/PacketReader/IP/UDP/DHCP/DHCP_Packet.rs	pending				
