file	original_loc	target_rust_path	status	agent_id	started_at	completed_at	notes
3rdparty\demangler\include\demangle.h	662	rust\translations\3rdparty\3rdparty/demangler/include/demangle.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\include\dyn-string.h	59	rust\translations\3rdparty\3rdparty/demangler/include/dyn-string.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\include\environ.h	30	rust\translations\3rdparty\3rdparty/demangler/include/environ.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\include\libiberty.h	551	rust\translations\3rdparty\3rdparty/demangler/include/libiberty.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\include\safe-ctype.h	128	rust\translations\3rdparty\3rdparty/demangler/include/safe-ctype.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\src\alloca.c	390	rust\translations\3rdparty\3rdparty/demangler/src/alloca.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\src\argv.c	488	rust\translations\3rdparty\3rdparty/demangler/src/argv.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\src\cp-demangle.c	6292	rust\translations\3rdparty\3rdparty/demangler/src/cp-demangle.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\src\cplus-dem.c	4429	rust\translations\3rdparty\3rdparty/demangler/src/cplus-dem.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\src\d-demangle.c	1692	rust\translations\3rdparty\3rdparty/demangler/src/d-demangle.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\src\dyn-string.c	337	rust\translations\3rdparty\3rdparty/demangler/src/dyn-string.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\src\rust-demangle.c	1389	rust\translations\3rdparty\3rdparty/demangler/src/rust-demangle.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\src\safe-ctype.c	213	rust\translations\3rdparty\3rdparty/demangler/src/safe-ctype.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\src\xexit.c	40	rust\translations\3rdparty\3rdparty/demangler/src/xexit.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\src\xmalloc.c	149	rust\translations\3rdparty\3rdparty/demangler/src/xmalloc.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\src\xmemdup.c	33	rust\translations\3rdparty\3rdparty/demangler/src/xmemdup.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\src\xstrdup.c	29	rust\translations\3rdparty\3rdparty/demangler/src/xstrdup.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\testsuite\demangler-fuzzer.c	84	rust\translations\3rdparty\3rdparty/demangler/testsuite/demangler-fuzzer.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\demangler\testsuite\test-demangle.c	306	rust\translations\3rdparty\3rdparty/demangler/testsuite/test-demangle.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\include\discord_register.h	22	rust\translations\3rdparty\3rdparty/discord-rpc/include/discord_register.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\include\discord_rpc.h	72	rust\translations\3rdparty\3rdparty/discord-rpc/include/discord_rpc.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\src\backoff.h	34	rust\translations\3rdparty\3rdparty/discord-rpc/src/backoff.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\src\connection_unix.cpp	109	rust\translations\3rdparty\3rdparty/discord-rpc/src/connection_unix.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\src\connection_win.cpp	117	rust\translations\3rdparty\3rdparty/discord-rpc/src/connection_win.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\src\connection.h	15	rust\translations\3rdparty\3rdparty/discord-rpc/src/connection.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\src\discord_register_linux.cpp	91	rust\translations\3rdparty\3rdparty/discord-rpc/src/discord_register_linux.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\src\discord_register_win.cpp	165	rust\translations\3rdparty\3rdparty/discord-rpc/src/discord_register_win.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\src\discord_rpc.cpp	452	rust\translations\3rdparty\3rdparty/discord-rpc/src/discord_rpc.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\src\dllmain.cpp	7	rust\translations\3rdparty\3rdparty/discord-rpc/src/dllmain.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\src\msg_queue.h	30	rust\translations\3rdparty\3rdparty/discord-rpc/src/msg_queue.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\src\rpc_connection.cpp	124	rust\translations\3rdparty\3rdparty/discord-rpc/src/rpc_connection.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\src\rpc_connection.h	48	rust\translations\3rdparty\3rdparty/discord-rpc/src/rpc_connection.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\src\serialization.cpp	201	rust\translations\3rdparty\3rdparty/discord-rpc/src/serialization.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\discord-rpc\src\serialization.h	191	rust\translations\3rdparty\3rdparty/discord-rpc/src/serialization.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\fast_float\include\fast_float\ascii_number.h	695	rust\translations\3rdparty\3rdparty/fast_float/include/fast_float/ascii_number.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\fast_float\include\fast_float\bigint.h	567	rust\translations\3rdparty\3rdparty/fast_float/include/fast_float/bigint.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\fast_float\include\fast_float\constexpr_feature_detect.h	45	rust\translations\3rdparty\3rdparty/fast_float/include/fast_float/constexpr_feature_detect.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\fast_float\include\fast_float\decimal_to_binary.h	194	rust\translations\3rdparty\3rdparty/fast_float/include/fast_float/decimal_to_binary.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\fast_float\include\fast_float\digit_comparison.h	414	rust\translations\3rdparty\3rdparty/fast_float/include/fast_float/digit_comparison.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\fast_float\include\fast_float\fast_float.h	82	rust\translations\3rdparty\3rdparty/fast_float/include/fast_float/fast_float.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\fast_float\include\fast_float\fast_table.h	697	rust\translations\3rdparty\3rdparty/fast_float/include/fast_float/fast_table.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\fast_float\include\fast_float\float_common.h	1223	rust\translations\3rdparty\3rdparty/fast_float/include/fast_float/float_common.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\fast_float\include\fast_float\parse_number.h	441	rust\translations\3rdparty\3rdparty/fast_float/include/fast_float/parse_number.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\fast_float\include\fast_float\simple_decimal_conversion.h	341	rust\translations\3rdparty\3rdparty/fast_float/include/fast_float/simple_decimal_conversion.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\ac3_parser.h	31	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/ac3_parser.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\adts_parser.h	32	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/adts_parser.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\avcodec.h	2694	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/avcodec.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\avdct.h	73	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/avdct.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\avfft.h	127	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/avfft.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\bsf.h	300	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/bsf.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\codec_desc.h	121	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/codec_desc.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\codec_id.h	657	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/codec_id.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\codec_par.h	220	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/codec_par.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\codec.h	337	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/codec.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\d3d11va.h	93	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/d3d11va.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\defs.h	314	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/defs.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\dirac.h	116	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/dirac.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\dv_profile.h	72	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/dv_profile.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\dxva2.h	77	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/dxva2.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\jni.h	61	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/jni.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\mediacodec.h	91	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/mediacodec.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\packet.h	820	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/packet.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\qsv.h	97	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/qsv.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\vdpau.h	122	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/vdpau.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\version_major.h	46	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/version_major.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\version.h	37	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/version.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\videotoolbox.h	72	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/videotoolbox.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavcodec\vorbis_parser.h	63	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavcodec/vorbis_parser.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavformat\avformat.h	2745	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavformat/avformat.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavformat\avio.h	761	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavformat/avio.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavformat\version_major.h	44	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavformat/version_major.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavformat\version.h	39	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavformat/version.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\adler32.h	55	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/adler32.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\aes_ctr.h	82	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/aes_ctr.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\aes.h	58	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/aes.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\ambient_viewing_environment.h	64	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/ambient_viewing_environment.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\attributes.h	154	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/attributes.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\audio_fifo.h	169	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/audio_fifo.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\avassert.h	111	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/avassert.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\avconfig.h	6	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/avconfig.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\avstring.h	387	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/avstring.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\avutil.h	326	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/avutil.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\base64.h	63	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/base64.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\blowfish.h	71	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/blowfish.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\bprint.h	229	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/bprint.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\bswap.h	89	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/bswap.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\buffer.h	292	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/buffer.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\camellia.h	60	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/camellia.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\cast5.h	71	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/cast5.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\channel_layout.h	707	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/channel_layout.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\common.h	546	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/common.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\cpu.h	133	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/cpu.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\crc.h	91	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/crc.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\csp.h	171	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/csp.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\des.h	71	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/des.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\detection_bbox.h	95	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/detection_bbox.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\dict.h	221	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/dict.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\display.h	100	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/display.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\dovi_meta.h	354	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/dovi_meta.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\downmix_info.h	99	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/downmix_info.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\encryption_info.h	180	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/encryption_info.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\error.h	113	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/error.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\eval.h	129	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/eval.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\fifo.h	218	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/fifo.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\file.h	55	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/file.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\film_grain_params.h	243	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/film_grain_params.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\frame.h	1058	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/frame.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hash.h	244	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hash.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hdr_dynamic_metadata.h	329	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hdr_dynamic_metadata.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hdr_dynamic_vivid_metadata.h	252	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hdr_dynamic_vivid_metadata.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hmac.h	86	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hmac.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hwcontext_cuda.h	61	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hwcontext_cuda.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hwcontext_d3d11va.h	163	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hwcontext_d3d11va.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hwcontext_drm.h	159	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hwcontext_drm.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hwcontext_dxva2.h	66	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hwcontext_dxva2.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hwcontext_mediacodec.h	56	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hwcontext_mediacodec.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hwcontext_opencl.h	92	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hwcontext_opencl.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hwcontext_qsv.h	77	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hwcontext_qsv.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hwcontext_vaapi.h	107	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hwcontext_vaapi.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hwcontext_vdpau.h	38	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hwcontext_vdpau.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hwcontext_videotoolbox.h	91	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hwcontext_videotoolbox.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hwcontext_vulkan.h	330	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hwcontext_vulkan.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\hwcontext.h	553	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/hwcontext.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\imgutils.h	352	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/imgutils.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\intfloat.h	68	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/intfloat.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\intreadwrite.h	572	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/intreadwrite.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\lfg.h	72	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/lfg.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\log.h	376	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/log.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\lzo.h	58	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/lzo.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\macros.h	65	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/macros.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\mastering_display_metadata.h	119	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/mastering_display_metadata.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\mathematics.h	282	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/mathematics.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\md5.h	75	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/md5.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\mem.h	566	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/mem.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\motion_vector.h	53	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/motion_vector.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\murmur3.h	104	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/murmur3.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\opt.h	1128	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/opt.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\parseutils.h	181	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/parseutils.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\pixdesc.h	389	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/pixdesc.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\pixelutils.h	46	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/pixelutils.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\pixfmt.h	688	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/pixfmt.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\random_seed.h	51	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/random_seed.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\rational.h	203	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/rational.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\rc4.h	60	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/rc4.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\replaygain.h	46	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/replaygain.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
3rdparty\ffmpeg\include\libavutil\ripemd.h	70	rust\translations\3rdparty\3rdparty/ffmpeg/include/libavutil/ripemd.rs	translated			2026-06-19T19.07.05	agent-3rdparty-batch
